"","customer.number","customer.package","lifetime.value","pref.payment.type","last.order.time","last.order.value","place.of.residence","terminate"
"926",10925,"prime",67228.66,"credit card",74,373.83,"AUT",FALSE
"927",10926,"standard",91508.83,"bank account",37,243.8,"GBR",FALSE
"928",10927,"standard",67388.36,"credit card",12,126,"GBR",TRUE
"929",10928,"standard",68633.65,"credit card",65,195.07,"GER",FALSE
"930",10929,"standard",75650.29,"credit card",12,233.08,"POL",FALSE
"931",10930,"standard",79537.35,"credit card",94,203.77,"AUT",FALSE
"932",10931,"standard",69924.77,"credit card",63,115.87,"NEL",FALSE
"933",10932,"prime",78022.45,"credit card",103,301.73,"POL",FALSE
"934",10933,"standard",77760,"credit card",125,277.16,"BEL",FALSE
"935",10934,"prime",68757.8,"bank account",37,318.56,"POL",FALSE
"936",10935,"student",89672.24,"PayPal",74,129.16,"GBR",FALSE
"937",10936,"standard",65358.3,"credit card",46,338.14,"LUX",FALSE
"938",10937,"prime",70459.83,"bank account",70,443.57,"AUT",TRUE
"939",10938,"prime",68237.39,"credit card",2,28.87,"BEL",FALSE
"940",10939,"prime",83142.84,"credit card",97,3.64,"NEL",FALSE
"941",10940,"prime",56607.69,"PayPal",57,64.09,"NEL",FALSE
"942",10941,"prime",68772.14,"bank account",93,126,"GBR",FALSE
"943",10942,"prime",66884.69,"bank account",6,314.28,"NEL",FALSE
"944",10943,"standard",64951.15,"PayPal",12,305.79,"POL",FALSE
"945",10944,"prime",69278.31,"PayPal",44,277.46,"LUX",FALSE
"946",10945,"standard",78712.04,"PayPal",5,458.49,"LUX",FALSE
"947",10946,"prime",43330.59,"PayPal",93,443.45,"GBR",FALSE
"948",10947,"standard",61619.4,"credit card",26,21.67,"LUX",FALSE
"949",10948,"prime",81962.63,"bank account",69,372.8,"GER",FALSE
"950",10949,"standard",82393.37,"credit card",45,250.28,"AUT",FALSE
"951",10950,"standard",70642.64,"credit card",73,297.71,"NEL",TRUE
"952",10951,"standard",65722.44,"PayPal",24,78.12,"GBR",FALSE
"953",10952,"student",60749.36,"credit card",51,307.61,"POL",TRUE
"954",10953,"prime",69715.85,"credit card",43,126,"GER",TRUE
"955",10954,"standard",64830.34,"credit card",68,400.07,"POL",FALSE
"956",10955,"prime",78161.4,"credit card",84,410.35,"BEL",FALSE
"957",10956,"standard",73551.87,"PayPal",31,411.48,"POL",FALSE
"958",10957,"standard",57379.32,"PayPal",67,134.09,"GER",FALSE
"959",10958,"standard",73353.31,"credit card",21,459.3,"NEL",FALSE
"960",10959,"prime",69161.33,"credit card",11,174.59,"GER",FALSE
"961",10960,"prime",70498.13,"credit card",84,78.34,"GER",FALSE
"962",10961,"prime",54213.14,"credit card",34,115.45,"POL",FALSE
"963",10962,"standard",87049.77,"PayPal",37,324.72,"BEL",FALSE
"964",10963,"standard",87850.41,"bank account",16,254.75,"GBR",FALSE
"965",10964,"standard",57680.59,"bank account",102,197.61,"AUT",FALSE
"966",10965,"prime",78676.02,"bank account",66,201.3,"AUT",FALSE
"967",10966,"prime",80785.7,"PayPal",46,396.96,"BEL",TRUE
"968",10967,"prime",64729.63,"PayPal",117,232.44,"BEL",TRUE
"969",10968,"student",66450.71,"credit card",32,61.22,"NEL",TRUE
"970",10969,"prime",75497.32,"bank account",9,471.48,"GBR",FALSE
"971",10970,"standard",84775.65,"credit card",110,352.14,"GBR",FALSE
"972",10971,"standard",80026.83,"credit card",87,351.5,"GBR",FALSE
"973",10972,"standard",68871.94,"PayPal",68,380.62,"AUT",FALSE
"974",10973,"standard",67617.24,"PayPal",89,285.19,"NEL",FALSE
"975",10974,"standard",76130.06,"credit card",41,304.11,"LUX",FALSE
"976",10975,"standard",55532.64,"credit card",38,246.8,"POL",FALSE
"977",10976,"standard",54167.06,"credit card",12,269.77,"GBR",FALSE
"978",10977,"standard",65179.19,"PayPal",20,253.29,"AUT",TRUE
"979",10978,"prime",59956.3,"credit card",6,176.24,"POL",TRUE
"980",10979,"prime",74123.89,"credit card",85,92.2,"POL",FALSE
"981",10980,"standard",62459.29,"credit card",113,259.28,"AUT",FALSE
"982",10981,"standard",51916.39,"credit card",57,151.57,"AUT",TRUE
"983",10982,"prime",81049.7,"credit card",12,492.45,"NEL",FALSE
"984",10983,"prime",72328.97,"credit card",99,334.1,"GBR",FALSE
"985",10984,"prime",55197.9,"credit card",57,346.06,"GBR",FALSE
"986",10985,"standard",66649.93,"bank account",28,555.22,"BEL",FALSE
"987",10986,"student",52123.1,"bank account",44,262.11,"LUX",FALSE
"988",10987,"prime",84100.55,"credit card",47,504.1,"AUT",FALSE
"989",10988,"prime",80315.54,"PayPal",57,158.44,"AUT",FALSE
"990",10989,"prime",72045.92,"PayPal",50,562.3,"GER",FALSE
"991",10990,"student",60057.26,"credit card",37,245.01,"AUT",FALSE
"992",10991,"standard",57443.56,"PayPal",31,139.32,"LUX",FALSE
"993",10992,"standard",68908.04,"credit card",15,180.62,"AUT",FALSE
"994",10993,"prime",63844.94,"credit card",35,356.15,"GBR",FALSE
"995",10994,"standard",61151.16,"bank account",67,322.39,"GBR",FALSE
"996",10995,"prime",70951.03,"PayPal",77,361.31,"GER",FALSE
"997",10996,"prime",72179.37,"bank account",12,173.78,"LUX",FALSE
"998",10997,"prime",67203.07,"credit card",56,372.5,"GBR",FALSE
"999",10998,"prime",68543.74,"PayPal",31,131.35,"BEL",FALSE
"1000",10999,"standard",54907.38,"PayPal",63,150.3,"GER",FALSE
"1001",11000,"standard",90927.41,"PayPal",15,94.4,"AUT",FALSE
"1002",11001,"prime",66969.26,"PayPal",108,251.91,"POL",FALSE
"1003",11002,"standard",57161.07,"credit card",10,389.27,"GER",FALSE
"1004",11003,"standard",66884.47,"PayPal",30,113.29,"BEL",FALSE
"1005",11004,"standard",76867.78,"credit card",71,360.5,"AUT",FALSE
"1006",11005,"prime",60545.05,"PayPal",64,126,"GER",TRUE
"1007",11006,"standard",80485.17,"credit card",58,383.62,"AUT",TRUE
"1008",11007,"standard",71194.88,"credit card",102,480.47,"POL",FALSE
"1009",11008,"standard",86753.74,"PayPal",33,283.42,"NEL",FALSE
"1010",11009,"standard",57197.1,"PayPal",34,399.19,"LUX",FALSE
"1011",11010,"standard",72349.19,"credit card",43,287.54,"AUT",TRUE
"1012",11011,"student",62716.18,"credit card",128,253.09,"BEL",FALSE
"1013",11012,"prime",58008.55,"PayPal",115,311.8,"NEL",FALSE
"1014",11013,"standard",76217.94,"PayPal",34,223.39,"GER",FALSE
"1015",11014,"standard",64711.27,"credit card",64,431.21,"AUT",FALSE
"1016",11015,"standard",57171.04,"credit card",12,475.64,"GER",TRUE
"1017",11016,"student",78019.51,"credit card",67,330.38,"GBR",FALSE
"1018",11017,"standard",59685.4,"bank account",132,469.99,"POL",FALSE
"1019",11018,"standard",88862.7,"PayPal",37,313.5,"LUX",TRUE
"1020",11019,"prime",74872.87,"credit card",36,126,"NEL",TRUE
"1021",11020,"standard",75681.78,"PayPal",71,526.59,"POL",TRUE
"1022",11021,"standard",61426.14,"credit card",12,266.34,"GBR",FALSE
"1023",11022,"standard",55508,"PayPal",12,145.18,"AUT",FALSE
"1024",11023,"standard",69896.61,"PayPal",31,336.58,"BEL",FALSE
"1025",11024,"standard",80350.17,"PayPal",76,114.78,"LUX",FALSE
"1026",11025,"standard",68307.6,"credit card",9,281.71,"BEL",FALSE
"1027",11026,"standard",52470.01,"PayPal",63,218.08,"LUX",FALSE
"1028",11027,"standard",68681.63,"credit card",63,113,"BEL",TRUE
"1029",11028,"standard",85439.1,"credit card",95,426.85,"LUX",FALSE
"1030",11029,"prime",73056.47,"credit card",37,275.77,"BEL",FALSE
"1031",11030,"prime",53911.17,"credit card",60,206.2,"AUT",FALSE
"1032",11031,"standard",69859.23,"PayPal",77,214.65,"AUT",TRUE
"1033",11032,"standard",71424.07,"credit card",55,97.14,"BEL",TRUE
"1034",11033,"standard",71043.45,"credit card",6,354.71,"LUX",FALSE
"1035",11034,"standard",66398.7,"PayPal",19,313.16,"BEL",FALSE
"1036",11035,"standard",54731.66,"credit card",71,165.42,"POL",FALSE
"1037",11036,"standard",61854.43,"credit card",68,537.91,"GBR",FALSE
"1038",11037,"standard",72129.84,"PayPal",70,226.18,"GBR",FALSE
"1039",11038,"standard",63346.6,"credit card",34,43.64,"POL",FALSE
"1040",11039,"standard",84044.48,"bank account",106,399.42,"GBR",FALSE
"1041",11040,"prime",78957.06,"credit card",34,150.28,"GBR",TRUE
"1042",11041,"prime",77771.78,"PayPal",12,125.39,"AUT",FALSE
"1043",11042,"prime",80094.63,"credit card",76,629.49,"NEL",TRUE
"1044",11043,"standard",68851.93,"credit card",5,319.08,"BEL",TRUE
"1045",11044,"prime",62322.48,"credit card",54,428.14,"AUT",FALSE
"1046",11045,"standard",69913.66,"PayPal",53,181.63,"AUT",TRUE
"1047",11046,"standard",45594.31,"credit card",28,51.08,"AUT",TRUE
"1048",11047,"standard",75883.31,"bank account",75,170.62,"GER",TRUE
"1049",11048,"student",67297.71,"credit card",131,27.06,"BEL",FALSE
"1050",11049,"prime",77731.24,"credit card",16,400.01,"GER",TRUE
"1051",11050,"prime",71099.26,"credit card",26,378.05,"NEL",TRUE
"1052",11051,"standard",64423.79,"PayPal",12,422.32,"POL",TRUE
"1053",11052,"student",63449.32,"PayPal",64,428.15,"GER",FALSE
"1054",11053,"standard",61496.21,"credit card",75,325.93,"GER",FALSE
"1055",11054,"prime",73013.3,"credit card",37,126,"POL",FALSE
"1056",11055,"standard",63197.19,"credit card",55,93.99,"NEL",TRUE
"1057",11056,"standard",55899.91,"bank account",50,152.39,"GER",TRUE
"1058",11057,"prime",72766.37,"bank account",6,566.29,"AUT",FALSE
"1059",11058,"prime",63995.41,"credit card",34,255.23,"GBR",FALSE
"1060",11059,"standard",80884.77,"PayPal",10,326.59,"GER",TRUE
"1061",11060,"standard",69252.94,"credit card",57,244.19,"GER",TRUE
"1062",11061,"standard",82431.75,"bank account",48,265.48,"NEL",FALSE
"1063",11062,"prime",57974.58,"credit card",38,299.72,"GBR",FALSE
"1064",11063,"prime",82371.73,"PayPal",28,545.21,"BEL",TRUE
"1065",11064,"standard",85601.06,"PayPal",98,212.9,"GER",FALSE
"1066",11065,"prime",86240.77,"credit card",81,440.56,"POL",TRUE
"1067",11066,"standard",84163.32,"credit card",18,327.51,"GER",FALSE
"1068",11067,"standard",56375.98,"bank account",96,106.37,"AUT",TRUE
"1069",11068,"prime",79505.3,"credit card",113,183.09,"GBR",FALSE
"1070",11069,"prime",77127.3,"PayPal",12,155.03,"AUT",FALSE
"1071",11070,"student",74992.9,"PayPal",47,447.82,"BEL",FALSE
"1072",11071,"prime",80731.25,"PayPal",12,241.61,"AUT",FALSE
"1073",11072,"standard",66979.15,"bank account",72,489.67,"GBR",FALSE
"1074",11073,"standard",70895.2,"credit card",119,216.91,"LUX",FALSE
"1075",11074,"standard",69668.93,"credit card",35,34.18,"AUT",FALSE
"1076",11075,"standard",60453.34,"credit card",7,126,"BEL",FALSE
"1077",11076,"prime",58510.47,"credit card",61,79.71,"GBR",TRUE
"1078",11077,"standard",63940.46,"bank account",65,517.77,"NEL",FALSE
"1079",11078,"standard",75799.07,"PayPal",12,272.74,"NEL",FALSE
"1080",11079,"standard",59172.46,"credit card",37,357.25,"GBR",TRUE
"1081",11080,"standard",55108.76,"bank account",28,129.86,"BEL",FALSE
"1082",11081,"standard",63186.17,"credit card",17,126,"BEL",FALSE
"1083",11082,"standard",65668.56,"credit card",73,311.45,"LUX",FALSE
"1084",11083,"standard",76105.85,"bank account",70,217.13,"BEL",FALSE
"1085",11084,"student",42615.73,"PayPal",9,270.35,"LUX",FALSE
"1086",11085,"prime",65880.16,"PayPal",34,453.35,"POL",FALSE
"1087",11086,"prime",75334.81,"PayPal",78,182.83,"NEL",TRUE
"1088",11087,"standard",68874.42,"credit card",32,352.42,"GER",FALSE
"1089",11088,"standard",73649.46,"credit card",68,87.64,"GBR",FALSE
"1090",11089,"standard",82338.9,"PayPal",10,208.06,"BEL",FALSE
"1091",11090,"standard",93466.87,"PayPal",73,223.43,"POL",FALSE
"1092",11091,"standard",68723.36,"credit card",6,478.15,"GBR",FALSE
"1093",11092,"standard",69798.01,"PayPal",63,383.7,"NEL",FALSE
"1094",11093,"student",72163.22,"PayPal",32,243.1,"AUT",FALSE
"1095",11094,"standard",60200.36,"credit card",82,52.38,"GER",FALSE
"1096",11095,"prime",50626.99,"credit card",39,614.96,"AUT",FALSE
"1097",11096,"standard",75655.87,"PayPal",109,117.15,"GER",FALSE
"1098",11097,"standard",71405.41,"credit card",97,210.75,"BEL",FALSE
"1099",11098,"standard",66392.9,"PayPal",126,582.16,"NEL",FALSE
"1100",11099,"standard",80074.75,"credit card",56,20.72,"POL",FALSE
"1101",11100,"standard",87188.24,"credit card",70,275.9,"BEL",TRUE
"1102",11101,"prime",79603.49,"bank account",72,367.12,"GBR",FALSE
"1103",11102,"standard",73253.44,"PayPal",74,126,"GER",TRUE
"1104",11103,"prime",75412.13,"bank account",96,370.66,"GBR",FALSE
"1105",11104,"standard",70926.24,"credit card",36,389,"POL",FALSE
"1106",11105,"standard",70563.18,"PayPal",12,46.01,"POL",FALSE
"1107",11106,"student",76557.4,"credit card",90,361.92,"BEL",FALSE
"1108",11107,"standard",69246.81,"PayPal",107,386.72,"GER",FALSE
"1109",11108,"prime",73833.8,"bank account",24,305.51,"POL",TRUE
"1110",11109,"standard",69225.65,"bank account",96,529.91,"POL",FALSE
"1111",11110,"standard",60499.12,"credit card",54,58.35,"GER",FALSE
"1112",11111,"standard",53756.13,"credit card",68,100.76,"AUT",FALSE
"1113",11112,"standard",72006.98,"PayPal",128,126,"AUT",FALSE
"1114",11113,"student",71933.31,"PayPal",95,81.48,"POL",TRUE
"1115",11114,"standard",79562.85,"PayPal",100,306.62,"GER",FALSE
"1116",11115,"standard",67348.46,"credit card",87,303.77,"POL",FALSE
"1117",11116,"prime",75648.54,"credit card",48,391.4,"POL",FALSE
"1118",11117,"prime",87371.71,"credit card",43,326.9,"GBR",FALSE
"1119",11118,"student",69026.34,"credit card",107,351.74,"GER",FALSE
"1120",11119,"prime",67987.28,"credit card",26,72.57,"POL",FALSE
"1121",11120,"prime",76271.17,"credit card",1,402.84,"GBR",FALSE
"1122",11121,"standard",70190.96,"credit card",66,381.28,"GER",FALSE
"1123",11122,"prime",60794.06,"credit card",11,249.41,"AUT",FALSE
"1124",11123,"standard",58395.58,"credit card",28,256.51,"NEL",FALSE
"1125",11124,"prime",85374.69,"credit card",7,437.64,"AUT",FALSE
"1126",11125,"standard",48748.95,"PayPal",49,156.16,"NEL",FALSE
"1127",11126,"standard",57656.21,"credit card",105,170.46,"NEL",FALSE
"1128",11127,"standard",62435.64,"credit card",45,345.5,"LUX",TRUE
"1129",11128,"standard",77905.08,"credit card",12,295.15,"GER",TRUE
"1130",11129,"standard",58596.24,"credit card",130,230.86,"AUT",FALSE
"1131",11130,"prime",82855.4,"PayPal",23,105.89,"AUT",FALSE
"1132",11131,"prime",72279.4,"PayPal",77,184,"AUT",FALSE
"1133",11132,"standard",55610.33,"credit card",50,334.02,"AUT",FALSE
"1134",11133,"prime",74626.47,"PayPal",98,83.29,"GBR",FALSE
"1135",11134,"prime",76601.01,"credit card",27,401.9,"BEL",FALSE
"1136",11135,"prime",63792.35,"PayPal",12,556.46,"NEL",FALSE
"1137",11136,"standard",71417.84,"credit card",57,335.46,"LUX",FALSE
"1138",11137,"standard",70803.89,"credit card",131,102.62,"LUX",FALSE
"1139",11138,"prime",80573.19,"credit card",12,465.34,"AUT",FALSE
"1140",11139,"standard",80704.81,"credit card",84,222.2,"AUT",FALSE
"1141",11140,"standard",45945.94,"bank account",98,313.05,"LUX",TRUE
"1142",11141,"prime",59951.47,"bank account",75,422.01,"POL",FALSE
"1143",11142,"standard",74515.4,"credit card",69,374.27,"GER",FALSE
"1144",11143,"prime",76073.47,"bank account",113,461.62,"AUT",FALSE
"1145",11144,"standard",90658.5,"credit card",9,123.41,"AUT",FALSE
"1146",11145,"standard",61015.51,"bank account",35,164.55,"LUX",FALSE
"1147",11146,"standard",81338.87,"PayPal",37,314.77,"GER",FALSE
"1148",11147,"prime",53768.35,"credit card",7,469.26,"LUX",FALSE
"1149",11148,"student",74661.82,"bank account",31,388.01,"BEL",FALSE
"1150",11149,"student",81557.32,"credit card",107,246.38,"GER",TRUE
"1151",11150,"standard",66925.79,"credit card",7,226.62,"POL",TRUE
"1152",11151,"student",77000.31,"PayPal",56,137.9,"BEL",FALSE
"1153",11152,"standard",75132.02,"credit card",12,233.67,"AUT",FALSE
"1154",11153,"standard",66452.18,"credit card",126,267.16,"NEL",FALSE
"1155",11154,"standard",78543.08,"PayPal",41,71.85,"AUT",FALSE
"1156",11155,"student",61533.66,"PayPal",75,230.07,"LUX",FALSE
"1157",11156,"standard",67206.33,"bank account",27,192.89,"AUT",FALSE
"1158",11157,"prime",46464.56,"credit card",119,126,"POL",TRUE
"1159",11158,"standard",64609.2,"credit card",12,75.8,"NEL",TRUE
"1160",11159,"standard",63913.99,"credit card",47,238.03,"GER",FALSE
"1161",11160,"prime",83980.89,"PayPal",58,413.7,"GBR",FALSE
"1162",11161,"prime",59457.41,"bank account",45,370.31,"POL",FALSE
"1163",11162,"standard",84459.94,"credit card",46,443.51,"POL",TRUE
"1164",11163,"standard",84137.33,"credit card",49,366.46,"GBR",FALSE
"1165",11164,"prime",63200.77,"credit card",133,287.32,"AUT",TRUE
"1166",11165,"standard",77218.36,"bank account",53,385.1,"GER",FALSE
"1167",11166,"standard",78825.96,"PayPal",18,84.15,"AUT",FALSE
"1168",11167,"standard",74450.59,"credit card",55,347.06,"GER",FALSE
"1169",11168,"standard",80914.25,"credit card",12,150.69,"GER",FALSE
"1170",11169,"standard",72421.02,"credit card",140,126,"GER",FALSE
"1171",11170,"prime",72888.08,"PayPal",24,349.53,"NEL",TRUE
"1172",11171,"prime",55664.84,"credit card",60,243.6,"LUX",TRUE
"1173",11172,"standard",89799.63,"credit card",58,180.16,"GER",FALSE
"1174",11173,"prime",75296.68,"credit card",66,273.04,"GBR",FALSE
"1175",11174,"standard",71706.97,"credit card",29,288.41,"POL",FALSE
"1176",11175,"standard",67531.26,"bank account",91,366.04,"AUT",TRUE
"1177",11176,"student",71534.77,"PayPal",118,88.21,"GER",FALSE
"1178",11177,"standard",58184.48,"PayPal",72,162.63,"LUX",FALSE
"1179",11178,"student",52371.1,"credit card",48,501.64,"GER",FALSE
"1180",11179,"standard",74187.78,"credit card",112,541.01,"AUT",FALSE
"1181",11180,"prime",73419.01,"credit card",1,18.58,"AUT",FALSE
"1182",11181,"standard",69024.76,"PayPal",129,129.66,"NEL",FALSE
"1183",11182,"student",61874.05,"credit card",70,456.53,"GER",FALSE
"1184",11183,"standard",76664.2,"PayPal",21,117.8,"NEL",FALSE
"1185",11184,"standard",64411.05,"PayPal",9,200.61,"POL",FALSE
"1186",11185,"standard",62084.47,"credit card",51,64.9,"LUX",FALSE
"1187",11186,"prime",76854.33,"PayPal",22,195.68,"LUX",FALSE
"1188",11187,"prime",54727.15,"credit card",117,194.57,"NEL",FALSE
"1189",11188,"student",67431.75,"credit card",48,171.2,"GBR",FALSE
"1190",11189,"prime",67258.24,"PayPal",12,294.76,"LUX",FALSE
"1191",11190,"standard",70339.57,"credit card",47,379.95,"GER",TRUE
"1192",11191,"prime",68203.69,"credit card",96,517.76,"LUX",FALSE
"1193",11192,"student",58258.23,"PayPal",56,546.12,"BEL",FALSE
"1194",11193,"prime",80357.32,"credit card",12,354.54,"BEL",FALSE
"1195",11194,"standard",73176.13,"credit card",71,181.2,"POL",FALSE
"1196",11195,"standard",71306.09,"credit card",103,246.62,"AUT",FALSE
"1197",11196,"standard",83447.92,"credit card",12,431.22,"BEL",FALSE
"1198",11197,"student",49511.13,"credit card",42,212.29,"BEL",FALSE
"1199",11198,"prime",91819.89,"PayPal",42,128.18,"AUT",FALSE
"1200",11199,"standard",74913.01,"bank account",12,563.24,"GER",FALSE
"1201",11200,"standard",54151.81,"PayPal",50,75.48,"GBR",FALSE
"1202",11201,"standard",85017.28,"credit card",43,199.99,"POL",FALSE
"1203",11202,"standard",69429.96,"credit card",59,222.2,"LUX",TRUE
"1204",11203,"prime",64312.23,"PayPal",91,48.99,"BEL",FALSE
"1205",11204,"standard",86178.59,"credit card",75,403.65,"LUX",FALSE
"1206",11205,"standard",88686.3,"bank account",74,76.27,"AUT",FALSE
"1207",11206,"student",81600.96,"PayPal",89,121.9,"BEL",FALSE
"1208",11207,"prime",69427.24,"credit card",46,462.06,"NEL",FALSE
"1209",11208,"student",72729.21,"bank account",54,115.53,"POL",FALSE
"1210",11209,"student",63768.27,"credit card",26,378.28,"BEL",FALSE
"1211",11210,"standard",49927.41,"credit card",59,111.89,"GER",FALSE
"1212",11211,"standard",58743.66,"PayPal",82,297.81,"NEL",FALSE
"1213",11212,"student",75539.2,"credit card",161,173.92,"NEL",FALSE
"1214",11213,"prime",68382.49,"credit card",111,173.14,"GER",FALSE
"1215",11214,"standard",72063.3,"PayPal",93,405.59,"GBR",FALSE
"1216",11215,"standard",68087.9,"bank account",58,442.36,"NEL",FALSE
"1217",11216,"standard",52371.79,"credit card",13,225.41,"NEL",FALSE
"1218",11217,"standard",85439.72,"bank account",51,311.98,"GER",FALSE
"1219",11218,"standard",55019.42,"bank account",70,215.68,"POL",FALSE
"1220",11219,"prime",61439.27,"bank account",22,187.49,"GER",FALSE
"1221",11220,"standard",59774.94,"bank account",70,27.69,"LUX",TRUE
"1222",11221,"student",82771.02,"PayPal",79,202.75,"GER",TRUE
"1223",11222,"standard",44629.56,"PayPal",40,228.27,"BEL",FALSE
"1224",11223,"prime",69955.57,"credit card",62,275.58,"POL",FALSE
"1225",11224,"prime",58243.65,"PayPal",70,174.62,"NEL",FALSE
"1226",11225,"standard",66122.53,"PayPal",26,186.95,"NEL",FALSE
"1227",11226,"prime",70935.74,"bank account",69,317.66,"NEL",FALSE
"1228",11227,"student",76127.56,"credit card",85,233.86,"NEL",FALSE
"1229",11228,"prime",45966.77,"credit card",6,126,"AUT",TRUE
"1230",11229,"prime",79421.94,"PayPal",61,93.19,"POL",TRUE
"1231",11230,"standard",67189.07,"PayPal",19,71.03,"GBR",TRUE
"1232",11231,"standard",51821.27,"credit card",40,173.13,"POL",TRUE
"1233",11232,"standard",70491.7,"credit card",36,56.95,"LUX",FALSE
"1234",11233,"standard",85590.56,"PayPal",67,506.14,"LUX",TRUE
"1235",11234,"prime",61224.83,"credit card",6,296.96,"LUX",TRUE
"1236",11235,"prime",72824.76,"credit card",69,385.46,"NEL",FALSE
"1237",11236,"prime",72306.95,"credit card",63,230.06,"GBR",FALSE
"1238",11237,"standard",80651.98,"credit card",12,214.77,"GER",FALSE
"1239",11238,"standard",82176.96,"PayPal",18,312.68,"POL",TRUE
"1240",11239,"standard",63140.9,"bank account",64,360.22,"AUT",FALSE
"1241",11240,"student",75760.66,"PayPal",52,347.11,"GBR",FALSE
"1242",11241,"student",69883.6,"credit card",40,166.94,"POL",FALSE
"1243",11242,"prime",74431.52,"bank account",70,298.43,"AUT",FALSE
"1244",11243,"standard",63817.56,"PayPal",34,67.77,"POL",FALSE
"1245",11244,"prime",79540.76,"credit card",31,179.63,"BEL",TRUE
"1246",11245,"standard",59818.58,"credit card",39,192.05,"LUX",FALSE
"1247",11246,"prime",69517.27,"PayPal",7,281.96,"GBR",FALSE
"1248",11247,"prime",67310.25,"bank account",81,494.1,"NEL",FALSE
"1249",11248,"prime",69856.43,"PayPal",12,126,"BEL",FALSE
"1250",11249,"standard",62216.17,"credit card",71,445.1,"POL",FALSE
"1251",11250,"standard",78121.28,"credit card",12,382.89,"NEL",FALSE
"1252",11251,"standard",59890.69,"PayPal",76,464.97,"BEL",FALSE
"1253",11252,"student",80057.15,"credit card",66,353.92,"POL",FALSE
"1254",11253,"prime",75420.87,"credit card",99,222.84,"BEL",FALSE
"1255",11254,"standard",51246.66,"credit card",48,242.12,"AUT",FALSE
"1256",11255,"prime",59072.43,"PayPal",149,60.99,"POL",TRUE
"1257",11256,"standard",74537.32,"credit card",46,372.12,"GER",FALSE
"1258",11257,"standard",51624.69,"bank account",19,165.1,"GER",FALSE
"1259",11258,"standard",65102.36,"bank account",10,273.03,"GER",FALSE
"1260",11259,"standard",71315.82,"credit card",82,281.89,"GER",TRUE
"1261",11260,"standard",91914.83,"credit card",46,543.68,"BEL",FALSE
"1262",11261,"prime",74059.51,"credit card",81,397.82,"GBR",FALSE
"1263",11262,"student",60006.78,"credit card",109,297.43,"LUX",TRUE
"1264",11263,"standard",72705.61,"credit card",41,258.71,"NEL",FALSE
"1265",11264,"standard",75456.12,"credit card",81,84.63,"GBR",FALSE
"1266",11265,"prime",71684.97,"credit card",58,337.87,"LUX",FALSE
"1267",11266,"prime",65813.77,"PayPal",91,212.84,"AUT",FALSE
"1268",11267,"standard",68331.43,"credit card",87,314.78,"NEL",FALSE
"1269",11268,"standard",62851.89,"credit card",65,163.74,"AUT",FALSE
"1270",11269,"prime",58008.44,"credit card",12,322.44,"AUT",FALSE
"1271",11270,"standard",61117.53,"PayPal",68,176.43,"NEL",TRUE
"1272",11271,"standard",65291.86,"credit card",117,234.61,"NEL",FALSE
"1273",11272,"prime",62412.77,"credit card",55,443.19,"GBR",FALSE
"1274",11273,"prime",78075.77,"bank account",22,461.3,"BEL",TRUE
"1275",11274,"standard",81200.57,"credit card",74,121.05,"AUT",TRUE
"1276",11275,"prime",68654.02,"credit card",79,305.63,"POL",FALSE
"1277",11276,"student",63868.89,"credit card",0,356.58,"AUT",FALSE
"1278",11277,"standard",85012.76,"PayPal",33,39.42,"BEL",FALSE
"1279",11278,"prime",62183.71,"bank account",66,187.88,"GBR",FALSE
"1280",11279,"standard",68494.82,"bank account",62,229.81,"NEL",FALSE
"1281",11280,"prime",72160.09,"PayPal",137,263.35,"BEL",FALSE
"1282",11281,"prime",50952.39,"PayPal",74,476.65,"GBR",FALSE
"1283",11282,"standard",72585.23,"bank account",107,30.93,"NEL",FALSE
"1284",11283,"student",72072.92,"credit card",94,488.83,"GER",TRUE
"1285",11284,"prime",76447.06,"credit card",28,411.49,"POL",FALSE
"1286",11285,"prime",63321.4,"credit card",99,229.66,"GER",TRUE
"1287",11286,"prime",73918.89,"credit card",51,246.03,"NEL",FALSE
"1288",11287,"standard",82730.46,"PayPal",24,68.48,"GBR",TRUE
"1289",11288,"prime",65504.45,"credit card",24,293.02,"AUT",FALSE
"1290",11289,"prime",73894.01,"bank account",9,288.36,"AUT",FALSE
"1291",11290,"prime",73790.35,"bank account",60,243.84,"AUT",FALSE
"1292",11291,"standard",74723.49,"PayPal",46,344,"BEL",FALSE
"1293",11292,"prime",68010.6,"bank account",90,334.07,"BEL",FALSE
"1294",11293,"standard",56522.52,"bank account",68,42.61,"GBR",FALSE
"1295",11294,"standard",75872.92,"credit card",55,126,"GER",FALSE
"1296",11295,"standard",69360.99,"bank account",12,126,"POL",FALSE
"1297",11296,"student",68002.49,"credit card",136,560.94,"GBR",FALSE
"1298",11297,"standard",50347.58,"PayPal",60,154.07,"BEL",FALSE
"1299",11298,"standard",69589.66,"credit card",34,220.01,"BEL",FALSE
"1300",11299,"standard",82752.66,"credit card",54,305.5,"AUT",TRUE
"1301",11300,"standard",69860.78,"PayPal",37,219.33,"GER",FALSE
"1302",11301,"prime",74101.82,"PayPal",48,273.02,"BEL",FALSE
"1303",11302,"standard",67395.63,"credit card",37,561.26,"GER",FALSE
"1304",11303,"prime",66417.35,"credit card",18,378.42,"GBR",FALSE
"1305",11304,"standard",73589.86,"credit card",105,259.03,"GER",FALSE
"1306",11305,"student",75713.97,"credit card",55,388.25,"GBR",FALSE
